AT1G06580.1	Q9SHK2
AT1G50740.1	Q9C6T7,A0A178W1D3
AT3G20510.1	Q9LJU6,A0A654FHK0
AT3G63520.1	O65572
AT4G30810.1	Q949Q7,A0A654FUD6
AT5G52370.1	A0A178UHR8,Q9FHC3
AT5G58990.1	Q9FIL3
AT3G11660.1	Q9SRN0,A0A178VF51
AT5G05657.1	Q3E9K9
AT5G06330.1	A0A178UFY8,Q9FNH5
AT4G39670.1	Q8L7U7,A0A178V447
AT2G36420.1	A0A654EZE1,Q9SJR3
AT3G23690.1	Q9LK48,A0A178VLY6
AT1G49290.1	A0A654EGV0,Q9XI97
AT3G52450.1	Q9SVC6,A0A178VML4
AT3G18710.1	Q9LSA6,A0A178VJJ8
AT3G49390.1	Q9SG10,A0A5S9XK42
AT5G08080.3	F4K9K2
AT4G09320.1	P39207,A0A178UXQ6
AT2G07050.1	P38605
AT3G45130.1	Q1G1A4,A0A5S9XJK9
AT1G03475.1	Q9LR75,A0A178WIW9
AT3G10510.1	A0A178V9G7,Q9CAE9
AT4G38940.1	Q9SVJ9,A0A178V265
AT5G05410.1	O82132-1,A0A7G2FAJ0
AT5G27470.1	Q39230,A0A178UKV3
AT3G01400.1	A0A384LQF3,Q9SGH8
AT5G58680.1	A0A178UCI5,Q8LGC7
AT4G00020.2	F4JGU5
AT5G01630.1	Q7Y1C4
AT2G28180.1	Q58P71
AT2G37590.1	O80928
AT5G64920.1	Q9SPL2,A0A384L1Y1,A6XFC3
AT4G37140.1	F4JRA6,A0A178UX87
AT4G37150.1	O23171,A0A178V387
AT4G23690.1	Q9SUQ8,A0A654FS52
AT1G05280.1	F4I8P5
AT2G32710.1	Q8GYJ3-1,A0A654EY87,B4F7P5
AT5G59350.1	A0A178UIB1,Q9LTJ3
AT1G80450.1	Q9M8L3,A0A5S9WW25
AT1G75335.1	A0A5S9WUK1,Q1G3X0
AT5G60030.1	A0A654GCN2,Q9LVH1
AT1G75240.1	Q9FRL5,A0A178WFZ4
AT5G47180.1	Q9LVU1,A0A178UAE4
AT2G20930.1	A0A178VLL4,Q9SKS7
AT3G21465.1	Q9LVG0
AT4G15640.1	A0A178V7A8,Q1JPP0
AT3G21320.1	A0A384LNY3,Q5Q0C8
AT1G78440.1	Q8LEA2,A0A5S9WVJ6
AT3G06200.1	Q94JM2,A0A5S9X9L9
AT5G46230.1	A0A654G9E8,Q9FL37
AT4G32730.2	F4JV48,A0A654FVC3
AT5G08180.1	A0A178UHZ3,Q9LEY9
AT4G02380.1	Q93WF6-1,A0A178UUV1
AT1G18860.1	A0A2H1ZEC2,A0A5S9V5B6
AT2G44290.1	O64864,A0A5S9X6Y6
AT2G44300.1	O64865
AT1G33260.1	P0DKI6-1,A0A5S9WIQ5
AT4G10390.1	Q9SV83,A0A178UUB9
AT2G30400.1	O04351
AT3G06240.1	A0A178VH03,Q8GXC7
AT5G62180.1	Q9LVB8,A0A654GDE8
AT3G10780.1	F4J4Y0,A0A178V8R2
AT1G16340.4	F4I2W6
AT1G09645.1	A0A178WIT2,Q6GKX8
AT1G57765.2	F4I861
AT5G05980.1	F4K2A1-1
AT5G26360.1	Q84WV1,A0A178UHF4
AT3G52350.1	A0A384LGP9,Q9FT47
AT5G08535.1	A0A7G2F6J0,Q8GXG0
AT5G32440.3	F4KED5
AT2G04038.1	Q8RU59,A0A178VS52
AT2G24450.1	Q9ZQ23,A0A178W0S4
AT5G20810.2	Q2V359
AT5G15190.1	A0A178UEH5,Q8GW49
AT2G34180.1	O22971,A0A178VYP1
AT2G30590.1	O04336
AT2G39410.2	A0A178VVQ7,O80628
AT2G39420.1	A0A178W2E2,Q8RXN7
AT3G04830.1	Q9CAU9,A0A384LJD8
AT5G28220.1	F4K725
AT2G29700.1	Q9ST43,A0A178W3K4
AT5G05710.1	A0A654FYT3,Q9FFK5
AT2G18990.1	A0A654EU49,O64628,Q541V3
AT3G25580.1	A0A654FAK7,Q9LSU4
AT2G40475.1	A0A5S9X5U6,Q8RYE6
AT1G10590.3	Q9XIJ0
AT4G20880.1	Q9SUC4
AT1G69690.1	Q9C9L2,A0A178WLV7
AT3G05870.1	A0A1I9LLE4
AT5G26640.1	A0A654G4M4,Q3E931
AT5G19980.1	Q84L08,A0A178UEX0,A0A384LHD5
AT5G04500.1	Q84WB7
AT4G31800.1	Q9C5T4-1,Q0WTZ3
AT5G22890.1	Q0WT24,A0A654G3C3
AT5G15830.1	A0A178UF06,Q9LFU3
AT2G40600.1	A0A178VY96,Q8H114
AT3G18570.1	A0A384KI27,Q9LII2
AT4G20300.2	Q8L603
AT2G43340.1	A0A178VZW8,Q94JW9
AT3G14990.1	Q9FPF0-1,A0A178VPH3
AT4G00050.1	Q8GZ38
AT3G53270.1	A0A384LN59,Q8RXK3
AT5G10350.1	Q9LX90-1,A0A178UEY3
AT5G65260.1	Q9FJN9,A0A654GEA3
AT2G44890.1	F4IV34,A0A178VXQ1
AT2G45510.1	O64631
AT5G03510.1	A0A178U6H4,Q9LZD5
AT3G07610.3	F4JFK4
AT3G56710.1	Q9LDH1,A0A178VMX5
AT1G27390.1	P82873,A0A178W7F2
AT4G24220.1	Q9STX2-1,A0A178V158
AT3G06010.1	F4J9M5
AT5G19310.1	F4K128,A0A654G337
AT3G25882.1	Q9LUA3,A0A178VAB1
AT5G56240.2	A0A384KS23,F4K7K8
AT1G06230.1	Q9LNC4,A0A178WDM0
AT3G25940.1	A0A384L1F2,Q9LU97
AT3G30260.1	Q7X9H6
AT1G31260.1	Q8W245
AT5G20820.1	Q29PU2
AT4G12440.2	Q9SU38-1,A0A178URQ7
AT4G22570.1	Q9SUW2,A0A178V1I0
AT1G49400.1	Q9XIA6
AT3G18880.1	Q9LHN1
AT4G21215.2	A0A178V2W2,B9DFM7
AT3G55440.1	P48491,A0A178VM57
AT5G47570.1	Q9FGK0,A0A178UG56
AT3G17465.1	Q9LRN8
AT1G48160.1	Q943Z6,A0A178WG48
AT4G33000.1	Q7FRS8-1,M5BEI3
AT5G62000.1	Q94JM3-1,A0A654GD70
AT1G68620.1	Q9SX25
AT3G55010.1	Q05728
AT1G78600.2	F4IBS4,A0A654EQC4
AT4G15620.1	A0A178V4A8,O23413
AT4G15630.1	Q8L8Z1,A0A178UYN3
AT3G25110.1	Q42561
AT3G47300.1	Q9STZ2
AT5G58640.1	A0A7G2FHA4,Q8W1E5
AT5G64550.1	A0A654GDZ9,Q9FLG3
AT5G26210.1	O81488,A0A178U9E8
AT1G42560.1	Q94KB4
AT2G33670.1	O22815,A0A178VYQ1
AT3G57670.1	Q9SVY1,A0A178VLW5
AT1G77700.1	Q9CA24
AT5G19190.1	A0A654G2E2,Q8GYS0
AT1G18450.1	Q84M92
AT1G69680.1	A0A178WDZ3,Q94C15
AT1G64185.1	A0A7G2DZW0,Q8LGF9
AT5G41650.1	Q9FFR5
AT2G31990.1	Q5XF04
AT3G62980.1	Q570C0,A0A178VA54
AT2G45790.1	O80840,A0A178W2D7
AT3G07390.1	A0A178VEI7
AT4G28300.1	Q8VZR8
AT4G02250.1	F4JHA1
AT5G64750.1	Q9FGF8,A0A178UFQ7
AT5G56250.1	Q9FH14
AT1G51710.1	Q949Y0-1,A0A178WJ56
AT3G21280.1	A0A178VLU8
AT2G42210.2	O48528-2
AT3G61970.1	Q9M268,A0A384KUR3,C3VMM3
AT3G54200.1	Q9M386,A0A384LNY6
AT5G41190.1	Q9FLL1
AT3G09960.1	Q8LEC0,A0A5S9XAL0
AT3G09970.1	Q9SR62,A0A384KNX5
AT1G20890.1	A0A178W5M2,Q6NL19
AT1G76480.2	F4I2E7
AT2G47070.1	Q9SMX9
AT3G60030.1	Q9S7P5,A0A5S9XMD6,C0SVF5
AT2G43940.1	Q6AWU6,A0A178VV10
AT3G50060.1	Q9SN12
AT2G38310.1	O80920,A0A654F1B1
AT3G06330.1	Q9SQT6
AT1G59890.2	F4IEM8
AT3G06350.1	Q9SQT8,A0A178VBC4
AT5G19790.1	Q6J9S1,A0A654G2L8
AT1G07830.1	Q94JQ7,A0A5S9T5N7
AT2G20830.2	F4IFK0
AT3G05545.1	A0A384L465,Q84WW4
AT4G35900.1	Q84JK2
AT1G09560.1	P94014
AT2G26740.1	Q42566,A0A178VUJ2
AT2G26750.1	O48789
AT4G23530.1	A0A178V5E1,O81749
AT5G15880.1	Q9LFT2
AT5G42900.1	Q8L8T7-1,A0A5S9YAF5
AT3G18100.1	Q9LV31,A0A384LQA7
AT5G47730.1	A0A384KYJ9,Q9FIK6
AT1G23220.1	A0A178WMH3,Q9LR39
AT5G08330.1	Q9FTA2,A0A178UQG9
AT3G16770.1	P42736,A0A654F7W0
AT5G48150.1	Q9LDL7,B9DGR4
AT5G15540.1	A5HEI1-1
AT4G24180.1	F4JQ53,A0A178UWR9
AT4G36000.1	A0A5S9XZ35,F4JNX4
AT2G06520.1	Q9SKI3,A0A178W0Y5
AT1G27950.1	Q9C7F7,A0A178WLV2
AT1G68330.1	A0A654EME8,Q8RWC8
AT5G66700.1	Q9LVR0,A0A178ULJ9
AT5G12940.1	A0A5S9Y5U7,Q9LXU5
AT2G28520.1	Q8RWZ7
AT2G46870.1	O82799,A0A5S9X842
AT3G03860.1	Q93YX4
AT4G24070.1	A0A654FSA0,O22983
AT4G24080.1	F4JQ41
AT5G09978.1	P0C1T5
AT5G09980.1	Q9FIA9,A0A178UAH4
AT2G33380.1	O22788-1,A0A178VZI0
AT5G59180.1	P38421,A0A178UBZ0
AT5G12050.1	A0A178ULE7,Q9LYH0
AT3G29240.1	A0A384KBC8,Q9LS71
AT1G49520.1	A0A654EIP0,Q501B9
AT3G19080.1	A0A384KKH9,F4J9Z9
AT3G02760.1	A0A654F3J1,F4IYF8
AT5G64130.3	A8MS32
AT5G05010.1	Q93Y22,A0A654FYU7,B9DGK9
AT3G51000.1	A0A384LNB9,Q9SD45
AT5G23140.1	Q9FN42,A0A178U8I8
AT3G09890.1	A0A384KNF9,Q8LDN2
AT1G19210.1	Q84QC2
AT5G67390.1	A0A5S9YI39,Q9FN13
AT1G80190.1	A0A384KWN4,Q9SSC0
AT3G18490.1	Q9LS40,A0A654F8F2
AT3G53520.4	F4JAG3
AT2G42560.1	Q9SIN3,A0A654F2M0
AT5G07630.1	F4K836
AT1G55800.1	F4I1X2
AT1G21830.1	A0A5S9VFS9,Q8VY47
AT5G22360.1	Q9FMR5,A0A178UJ92
AT5G67060.1	Q9FHA7,A0A178UR10
AT5G55560.1	Q6ICW6,A0A5S9YEB6
AT1G74650.1	Q9CA52,A0A7G2E8Y1
AT1G53250.1	F4HPT1
AT4G18830.1	Q8VZN1,A0A5S9XU16
AT5G14780.1	Q9S7E4,A0A178UHK7
AT1G13390.1	A0A178W3U6,Q9FX58
AT1G69160.1	A0A178W5V2,Q93Z37
AT4G32760.2	F4JV51,A0A7G2F7L4
AT1G75580.1	Q9LR00,A0A178W4L3
AT1G70700.1	Q8W4J8-1,A0A178WNW2
AT4G22680.1	Q94GA6,A0A5S9XVA4
AT5G52900.1	Q84JK8
AT5G11070.1	A0A178UFK1,Q9FY58
AT1G13160.1	A0A178WBI5,Q0WVH7
AT4G31520.1	Q9M082
AT1G53490.1	F4HRI2
AT3G07050.1	Q9M8Z5,A0A178VBD5
AT4G08770.1	Q9LDN9
AT4G08780.1	Q9LDA4,A0A7G2EVT0
AT2G24840.1	Q4PSU4
AT1G56030.1	Q9SGT1-1
AT1G56040.1	Q9SGT2
AT3G03170.1	Q29PZ2,A0A384KQ59
AT3G51260.1	P30186-1,A0A178VPE4
AT5G66140.1	O24616
AT5G11500.1	A0A178UQS1,Q9LYE1
AT1G77770.1	Q84K51
AT5G50890.1	Q9FI59
AT4G24690.1	Q9SB64,A0A654FSE4
AT5G53390.1	Q5KS41,A0A178UHJ7
AT5G62470.2	Q24JK1-1,A0A5S9YIL4
AT5G23610.2	A0A178UAF1,F4KE84
AT3G13990.1	A0A654F6Z5,Q8L7T4
AT5G20670.1	A6QR87
AT5G20630.1	P94072,A0A5S9Y5Y3
AT3G12320.1	Q9LHH5,A0A178VJK8
AT4G36280.1	Q5FV35,A0A654FWC2
AT4G36290.1	Q84WV6
AT5G19680.1	Q84WJ9,A0A178UK18
AT5G04320.2	Q0WTB8-1
AT1G12350.1	Q8GXR5,A0A5S9U0A8
AT1G09020.1	Q944A6-1,A0A178W6I0
AT5G41580.1	F4JYG0,A0A178UGV0
AT4G18880.1	O49403,A0A178UUP9
AT3G17020.1	A0A384KJY5,Q9LSP5
AT3G22480.1	Q9LJ98,A0A384K9E8,Q56X68
AT5G11980.1	Q84K25,A0A178UDM9
AT4G37660.1	A0A7G2F6S5,Q9SZF8
AT1G57680.1	A0A654EJ47,Q9FVT5
AT3G49830.1	Q9M2X5
AT5G67630.1	A0A178UA55,Q9FJW0
AT5G02780.1	Q6NLB0-1
AT5G02790.1	Q9LZ06
AT3G54000.1	A0A654FH20,Q84JE0
AT1G24240.1	O48691
AT4G11630.1	A0A654FNE6,Q9T0D0
AT5G11750.1	A0A654G095,Q9LYF5
AT5G59490.1	A0A654GCR3,Q7XJ55
AT2G40240.1	Q9S733,A0A5S9X5R2
AT3G56030.1	Q9LY43,A0A178V9L0
AT1G16780.1	Q9FWR2,A0A178WMW7
AT1G78920.1	Q56ZN6,A0A178WC99
AT3G47650.1	Q9SN73,A0A384KD29
AT2G19340.1	Q8VYT4
AT4G29870.1	A0A178UUN9,Q9SZQ8
AT1G67230.1	F4HRT5,A0A654ERW1
AT3G23180.1	A0A384LNU6,Q9LTD0
AT1G72310.1	Q9XF63,A0A5S9WS06,Q0WT62
AT4G27970.1	Q9ASQ7,A0A178V1C3
AT4G16045.1	F4JKZ7
AT5G52330.1	A0A384L8N5,Q9FHC7
AT5G60340.1	Q9FJI1-1,A0A5S9YFX2
AT1G08380.1	Q949Q5,A0A178W5Y5
AT1G04400.1	Q96524,G4WTR2
AT3G21520.1	Q9LVF4,A0A654F9D7
AT1G56190.1	P50318-1,A0A178W4Q1
AT3G12780.1	Q9LD57,A0A178V5M8
AT3G12590.1	A0A384L797,F4J9U2
AT4G00620.1	O65271,A0A178V455
AT3G02090.2	Q42290-2
AT5G55940.1	Q9FG71,A0A654GBC8,Q0WW87
AT3G14200.1	A0A384L9Q8,Q9LJG5
AT3G60830.1	Q8L4Y5,A0A178VB04
AT4G01290.1	Q56YR0
AT1G69930.1	Q9CAS6,A0A178W2H8
AT1G65030.1	A0A178W155,Q5XEV4
AT4G37650.1	Q9SZF7,A0A178UYJ6
AT1G05090.1	A0A5S9SPB5,F4I793
AT4G20720.1	A0A178UTY3,F4JVM4
AT1G51950.1	O24408,Q2VWA3
AT5G20190.1	A0A178UT17,F4K464
AT5G49210.1	A0A7G2FHW9,Q945P2
AT5G22570.1	Q8GWF1,A0A178UNG1
AT1G72350.1	A0A178WJB6,Q9C9D4
AT5G15310.1	Q9LXF1,A0A178UJ10
AT5G65130.1	Q9FJQ2
AT4G17785.1	Q8GWP0-1
AT1G29770.1	Q9FXF4,A0A7G2DWQ1
AT3G02990.1	Q9SCW5,A0A178VCY3
AT5G26170.1	Q8VWQ5,A0A5S9Y7C9,C0SVQ6
AT1G54120.1	A0A178WN82,Q9SYH0
AT5G44660.1	A0A384KFK2,Q9LU00
AT2G41310.1	O80365,A0A654F283,Q0WRG3
AT5G50850.1	Q38799,A0A178UM82
AT5G62640.3	F4K7R6
AT1G17860.1	Q9LMU2,A0A654EFU6
AT1G68360.1	Q9C9H1,A0A178W8G6
AT5G53210.1	Q700C7,A0A178UF96
AT5G46550.1	Q9LS28,A0A5S9YBJ7
AT2G45420.1	O22131,A0A178VVX7
AT3G06070.1	A0A654FF50,Q8LED7
AT5G03415.1	Q9FNY2-1
AT5G05440.1	Q9FLB1,A0A5S9Y1M7
AT3G07730.1	Q9S7X5
AT4G01170.1	Q9M151
AT2G02070.1	Q9ZUL3
AT4G30890.1	Q9FPS3,A0A654FUE6
AT5G05970.2	B3H5K9-1
AT5G48930.1	Q9FI78
AT3G05930.1	P93000,A0A384KAA2,Q681K0
AT5G45890.1	Q9FJ47,A0A178UR44
AT1G80710.1	Q9SAI7
AT3G02750.3	Q9M8R7-2
AT2G14870.1	O82325
AT5G12190.1	Q9FMP4,A0A178UGK3
AT5G12260.1	A0A178UIK9,Q9FMN8
AT2G30410.1	O04350,A0A7G2EC90
AT3G07890.1	A0A384KDZ3,Q1H5B2
AT5G18500.1	Q8LEB6,A0A178UD28
AT2G43640.1	O04421-1,A0A384KGJ4,B9DGY4
AT1G22280.3	F4I1B4
AT3G08500.1	Q9C6U1,A0A178V8Z2
AT5G57520.1	Q39261,A0A384LC37,Q29Q69
AT5G52950.1	A0A5S9YDI4,F4KHP4
AT1G26930.1	Q84M94,A0A178WG14
AT5G62280.1	A0A178UK59,Q9LVA8
AT1G54850.1	Q84K79,A0A178W9U0
AT5G57910.1	Q8GW24,A0A654GCJ7
AT5G63150.1	A0A654GDJ4,Q9FMK8
AT2G39445.1	A0A384LLP6,B3H5S3
AT3G29760.1	F4J488
AT3G23090.1	Q84WL6-1,A0A654FB52
AT3G27250.1	A0A384KVU6,Q9LK28
AT3G48750.1	P24100,A0A178VG41
AT5G54770.1	Q38814-1,A0A178UNL2
AT2G28870.1	Q9ZV27,A0A178W2F7
AT2G17040.1	F4IME8
AT3G06868.1	A0A654F4T2,Q0WM46
AT1G64520.1	Q9SGW3,A0A178WH62
AT5G42040.1	Q9FHY0
AT5G63860.1	Q9FN03,A0A178UGG8
AT2G47050.1	O80720,A0A178VVK8
AT3G45750.1	A0A654FD39,Q7Y216
AT3G45760.1	F4J6R3
AT1G19900.1	Q93Z02,A0A178W9J5
AT2G19880.2	A0A178VPL3,F4ITI0
AT5G19900.1	A0A384LM88,B9DF92
AT3G17140.1	F4J405
AT1G54030.1	Q7XA74
AT3G07090.1	Q9SFT9
AT5G65590.1	Q9LSL6,A0A384KZI0,C0SVW2
AT5G44020.1	Q9FNC4,A0A178UIR5
AT5G42940.1	Q9FMM4
AT5G63720.1	Q9FFP2,A0A178UPP1
AT3G49220.1	Q9M3B0-1,A0A654FEB8
AT3G48830.1	F4JF58
AT5G23690.1	A0A654G3I8,F4KE92
AT4G14080.1	Q06915
AT1G13750.1	Q9LMX4,A0A178WDI0
AT1G75560.1	A0A178WDB9,Q8GXC5
AT4G27530.1	A0A178V7Q0,Q9T077
AT5G53895.1	A0A654GAW9,Q6NMD7
AT2G12290.1	Q9ZUP8
AT4G19700.1	O81851,A0A7G2F1X0
AT4G19610.1	F4JT92
AT5G05720.1	F4K0T3
AT5G08695.1	F4KCG5
AT4G17895.1	Q9FPS7
AT2G45690.1	Q8S8S1
AT3G06120.1	Q9M8K6,A0A178VCY0
AT1G50500.2	Q0WQF4-2
AT1G50970.1	F4I7Y2-1
AT5G01030.1	A0A654FX72,Q9LFD3
AT1G72540.1	Q9CAH1,A0A654ENE6
AT4G30930.1	Q8L9A0,A0A178UZG0
AT3G13710.1	A0A178VD99,Q9LIC7
AT3G13720.1	Q9LIC6,A0A654F8J6
AT1G77120.1	P06525
AT1G68180.1	F4HVM4,A0A178W7X2
AT2G42150.1	O48523
AT3G57980.1	F4J4L9
AT1G12320.1	A0A178WGP8,Q9LNB3
AT5G27230.1	Q5XV31
AT3G23980.1	Q9LIQ9,A0A178VL19
AT5G03970.1	Q94A64-1
AT5G02760.1	Q501F9
AT5G17350.1	A0A178UK61,Q9LF49
AT2G14835.1	Q944Q6
AT5G59560.1	Q8GWZ6,A0A5S9YFI6,Q24JI3
AT2G36270.1	Q9SJN0
AT4G33250.1	Q9SZA3,A0A654FV66
AT1G13800.1	Q9LMH5,A0A178WE79
AT5G40700.2	Q5PP69
AT5G17200.1	Q9FFI9
AT5G62270.2	Q9LVA9-1,A0A178UHU2
AT2G46535.1	A0A178VZ83,Q84JE7
AT2G46630.1	A0A178VNG8,Q9ZNU3
AT1G20850.1	Q9LM66,A0A178WGB8
AT3G57960.1	Q9M2Q2
AT2G15590.2	A0A178VVR2,Q9ZQF4
AT2G15610.1	A0A178VQW4,F4IJB8
AT1G67410.1	A0A5S9WQE6,Q08AA5
AT3G53850.1	A0A178VG49,Q945M8
AT4G29930.3	Q700E3-1
AT5G20970.1	A0A654G3C6,F4K6X6
AT2G34920.1	F4IIX4
AT3G47990.1	Q8GYT9,A0A654FFP7
AT4G16690.1	O23512
AT2G18590.1	F4IQK9
AT2G44820.1	F4IV24
AT3G05040.1	Q0WP44,A0A654F5L5
AT1G78170.1	A0A178W6F4,Q84JP5
AT1G78310.1	Q9M9F0,A0A654EQ11
AT1G79580.1	Q9MA17,A0A178WJ15
AT5G25770.3	A8MQE3
AT4G34590.1	O65683,A0A178UVA0
AT4G23550.1	A0A178V2E9,A0A384LHJ5
AT1G26850.1	B9DFI7-1,A0A178W7C5
AT3G27785.1	Q9LVW4,A0A178VHH6
AT2G20280.1	Q9SK74
AT5G23710.1	Q9LSZ5,A0A654G4B2
AT1G24320.1	Q84M89
AT1G54460.1	A0A178W9C2,Q9ASW8
AT5G47650.1	Q94B74
AT1G64970.1	Q9ZSK1,A0A5S9WPE5
AT3G19160.1	Q9LJL4,A0A178VHX4
AT4G20970.1	F4JIJ7,A0A178UYG1
AT1G02813.1	A0A178WJF8,F4HXM8
AT4G02360.1	O81297
AT5G20900.1	Q9C5K8
AT5G06990.1	A0A178UNP6,Q9FL47
AT1G64140.1	A0A178W3P6,Q9SH64
AT4G39900.1	A0A178UYF2,Q93VM6
AT4G36930.1	Q9FUA4,A0A178UVX7
AT3G61370.1	A0A5S9XMU2,Q9M2C7
AT4G07940.1	A0A654FM99,Q9ZQC1
AT3G26100.2	A0A654FAT8,Q9LU80
AT1G26370.1	F4IE66,A0A178WGV1
AT1G14340.1	A0A178W5T7,Q949S4
AT4G17570.2	F4JP80
AT5G48270.1	A0A178UKM6,Q9LUA7
AT2G44070.1	A0A178VX74,F4IT40
AT5G38640.1	Q9FFV8,A0A654G655
AT5G25930.1	Q9XGZ2
AT2G05990.1	Q9SLA8,A0A654ETR6
AT5G44710.1	A0A178UN57,Q8GXH5
AT4G08460.1	A0A384KHN3,Q9M0T4
AT3G61160.2	A0A384KL29,F4JE58
AT1G22100.1	A0A654EDL3,Q1PFT7
AT1G58643.1	Q93WB3
AT1G58936.1	Q93WB3
AT1G59312.1	Q93WB3
AT3G24800.1	Q8LBL5
AT2G18180.1	Q9SI13
AT4G36490.1	Q94A34
AT5G13250.1	F4K2H9
AT5G08420.1	A0A178UIZ9,Q9FT93
AT3G22490.1	Q9LJ97,A0A178VDR6
AT3G22500.1	Q9LJ95
AT4G00234.1	F4JH25
AT4G00290.1	Q8VZL4
AT2G28910.1	Q84Y18,A0A178VV16
AT2G19390.1	O64572
AT4G34320.1	A0A178UUT1,Q9SYZ7
AT4G34330.1	Q9SYZ8
AT3G27710.1	Q9LVX0,A0A178VDF7
AT3G27720.1	A0A654FBB6
AT5G61020.1	F4K1Z0-1,A0A178UM32
AT4G30240.1	A0A178UUQ1,Q944G8
AT1G68320.1	Q9C9G7,A0A178WLK6
AT4G25640.2	F4JTB2
AT4G21790.1	Q9FEG2,A0A178UT97
AT3G04360.1	F4J3N4
AT1G76250.1	Q8GX25
AT5G63090.1	Q9FML4,A0A178UKE6
AT3G10180.1	F4J2K4
AT1G11750.2	F4IAG5
AT2G30200.1	Q8RU07
AT2G39400.1	A0A654F089,O80627
AT3G55180.1	A0A384LKM7,Q9M3D1
AT1G53130.1	Q9LNN7,A0A178W5X9
AT2G19070.1	O64470,A0A178VR29
AT1G04640.1	Q9SXP7,A0A178WI01
AT4G35180.1	Q84WE9
AT3G12870.1	A0A384KBH9,Q9LDH9
AT3G09370.2	Q8H1P9-2
AT3G59550.1	Q9FQ19-1,A0A5S9XMZ8
AT3G02550.1	Q9M886
AT1G74230.1	Q9C909
AT1G31812.1	P57752,A0A178WJ33
AT1G52680.1	Q9SSS0
AT5G55810.2	F4K688,A0A654GBB6
AT2G28230.1	Q6NPF4,A0A178VT75
AT4G09070.1	A0A5S9XQP1,Q9M0S0
AT1G62450.1	A0A178WBH8,F4HYS9
AT1G15880.1	Q9LMP7
AT3G07020.1	Q9M8Z7-2,W8PUV4
AT1G30190.1	Q9C6Z9
AT5G40670.1	P57758,A0A5S9Y9N9
AT3G62650.1	Q9LZK0
AT3G45180.1	Q9M1U1
AT5G42300.1	Q9FGZ9,A0A384KQX3,Q570V8
AT5G28237.1	A0A7G2FFL9,F4K727
AT5G21940.1	Q9C593,A0A178UKY2
AT5G19340.1	Q6NM33
AT2G27340.2	Q6NLZ3
AT3G58130.1	A0A7G2EV11,Q6DBN0
AT5G45100.1	Q9FHE4-1
AT1G70505.1	F4I5G9
AT3G52240.1	A0A384KC45,Q8GYC9
AT1G18640.2	O82796,A0A178W417
AT1G03850.1	Q84TF4-2
AT5G48720.2	Q6NLW5-1,A0A178UAQ4
AT4G36990.1	Q96320,A0A5S9XZZ9,C0SVM0
AT3G28730.1	Q05153-1,A0A178VCP0
AT4G19670.1	O81849
AT3G14850.2	F4IWA8-1,A0A178VJP5
AT4G03950.1	O81514
AT5G54800.1	Q9M5A9,A0A178UL59
AT5G42830.1	Q9FMN6
AT5G12870.1	Q9LXV2,A0A178UMY0
AT2G36890.1	Q9SJL7,A0A178VS31
AT5G41480.1	F4JYE9
AT2G03120.1	O81062,A0A178VY21
AT1G44110.1	Q9C6Y3,A0A178W0H5
AT5G13010.1	F4K2E9
AT4G18230.1	Q84R09
AT1G55090.1	Q9C723,A0A178W7V9
AT5G41880.1	F4JZZ1
AT4G03090.1	F4JI44-1
AT1G77140.1	O49048,A0A178WPE4
AT4G27480.1	A0A384LLG7,F4JIW2
AT2G32760.1	Q8S9J3,A0A178VMR3
AT1G05720.1	Q8GWP6,A0A178W3Q1
AT2G19580.1	Q9ZUN5
AT4G14650.1	Q6NKT4
AT4G00231.1	A0A178V4E4,O81325
AT5G40480.1	F4KHD8
AT1G29950.1	Q9ASX9,A0A7G2DWY5,C0Z288
AT2G37500.1	Q9ZUR7-1,A0A178VUS6
AT5G12120.1	A0A178U7T2,Q9FMQ0
AT2G34930.1	O64757
AT1G20050.1	O48962,A0A384KZV1,Q0WRA8
AT3G50330.1	Q9SND4,A0A178VGG7
AT1G24090.1	F4I7R5,A0A178WD09
AT5G51080.1	Q84TE0
AT3G27520.1	Q8LF87
AT3G12970.1	A0A384LJE9,Q9LD39
AT1G01680.1	A0A178WFK8,Q9LQ92
AT3G52110.1	Q9SUZ4
AT1G66140.1	Q39263
AT3G01460.1	Q9SGH2-1,A0A178VJY9
AT1G50420.1	Q9LPR8,A0A178WJ79
AT3G54120.1	Q9M392,A0A654FFM6
AT4G39190.1	Q9T028
AT5G14050.1	Q9FMU5,A0A178U936
AT1G63970.1	Q9CAK8-1,A0A654EQW8
AT5G40820.1	Q9FKS4
AT1G55190.1	Q9C889,A0A5S9WQ52
AT1G14860.1	Q9LQU5
AT3G19090.1	Q9LHL3,A0A5S9XE51
AT5G13130.1	F4K2G3-1,A0A178UK03
AT5G06750.1	Q84JD5-1,A0A178UHC0
AT2G25355.1	A0A178VR99,Q94AW9
AT4G32175.1	A0A654FUU6,Q500X1
AT1G53050.1	Q9LNN0,A0A384L6A6
AT3G12900.1	Q9LE86,A0A384KU43
AT3G12670.1	Q9LTW8,A0A384K8P2
AT5G62960.1	A0A178UAT9,Q6NPD1
AT1G31300.1	A0A384LBS0,Q93Z82
AT1G10840.1	Q9C5Z2-1,A0A178WN13
AT2G33830.2	P93017-1,A0A178VR62
AT2G28290.1	F4IHS2-1,A0A178VWG9
AT2G39560.1	A0A178VTE0,O80643
AT5G51410.1	P94088,A0A384KE82
AT3G06580.1	Q9SEE5,A0A178VJ04
